timestamp_utc,agent,status,iteration,completed,last_latency_ms,last_error,pid,pid_cpu_pct,pid_rss_kb,host_load_1m,host_load_5m,host_load_15m
2026-04-12T13:49:23.326425+00:00,AGENTE_02_REVISOR_PERFORMANCE,running,1,0,0,,93068,22.9,21620,13.192,12.051,14.609
2026-04-12T13:49:23.326425+00:00,AGENTE_04_REVISOR_UX,running,1,0,0,,93070,23.6,21472,13.192,12.051,14.609
2026-04-12T13:49:23.687141+00:00,AGENTE_02_REVISOR_PERFORMANCE,running,1,0,0,,93068,8.5,21620,13.192,12.051,14.609
2026-04-12T13:49:23.687141+00:00,AGENTE_04_REVISOR_UX,running,1,0,0,,93070,8.8,21472,13.192,12.051,14.609
2026-04-12T13:49:23.687141+00:00,AGENTE_01_INTEGRADOR_REPO,running,1,0,0,,93067,8.6,21196,13.192,12.051,14.609
2026-04-12T13:49:23.687141+00:00,AGENTE_03_REVISOR_SEGURIDAD,running,1,0,0,,93069,9.1,21284,13.192,12.051,14.609
2026-04-12T13:49:23.687141+00:00,AGENTE_06_MAESTRO_BAGO,running,1,0,0,,93072,9.4,21472,13.192,12.051,14.609
2026-04-12T13:49:23.687141+00:00,AGENTE_07_ORQUESTADOR_CENTRAL,running,1,0,0,,93073,7.2,21572,13.192,12.051,14.609
2026-04-12T13:49:23.687141+00:00,AGENTE_08_VERTICE,running,1,0,0,,93074,7.5,21596,13.192,12.051,14.609
2026-04-12T13:49:23.687141+00:00,AGENTE_10_ARQUITECTO,running,1,0,0,,93076,8.8,21336,13.192,12.051,14.609
2026-04-12T13:49:23.687141+00:00,AGENTE_05_AUDITOR_CANONICO,running,1,0,0,,93071,8.0,21528,13.192,12.051,14.609
2026-04-12T13:49:23.687141+00:00,AGENTE_09_ANALISTA,running,1,0,0,,93075,7.9,21232,13.192,12.051,14.609
2026-04-12T13:49:24.073224+00:00,AGENTE_02_REVISOR_PERFORMANCE,running,1,0,0,,93068,2.0,21620,13.192,12.051,14.609
2026-04-12T13:49:24.073224+00:00,AGENTE_04_REVISOR_UX,running,2,1,464,,93070,2.2,21492,13.192,12.051,14.609
2026-04-12T13:49:24.073224+00:00,AGENTE_01_INTEGRADOR_REPO,running,2,1,571,,93067,2.4,21216,13.192,12.051,14.609
2026-04-12T13:49:24.073224+00:00,AGENTE_03_REVISOR_SEGURIDAD,running,1,0,0,,93069,1.3,21284,13.192,12.051,14.609
2026-04-12T13:49:24.073224+00:00,AGENTE_06_MAESTRO_BAGO,running,3,2,253,simulated_timeout,93072,1.6,21492,13.192,12.051,14.609
2026-04-12T13:49:24.073224+00:00,AGENTE_07_ORQUESTADOR_CENTRAL,running,1,0,0,,93073,1.7,21572,13.192,12.051,14.609
2026-04-12T13:49:24.073224+00:00,AGENTE_08_VERTICE,running,2,1,631,,93074,2.0,21616,13.192,12.051,14.609
2026-04-12T13:49:24.073224+00:00,AGENTE_10_ARQUITECTO,running,1,0,0,,93076,2.1,21336,13.192,12.051,14.609
2026-04-12T13:49:24.073224+00:00,AGENTE_05_AUDITOR_CANONICO,running,1,0,0,,93071,1.9,21528,13.192,12.051,14.609
2026-04-12T13:49:24.073224+00:00,AGENTE_09_ANALISTA,running,1,0,0,,93075,1.9,21232,13.192,12.051,14.609
2026-04-12T13:49:24.477737+00:00,AGENTE_02_REVISOR_PERFORMANCE,running,1,0,0,,93068,0.3,21620,13.192,12.051,14.609
2026-04-12T13:49:24.477737+00:00,AGENTE_04_REVISOR_UX,running,2,1,464,,93070,0.3,21492,13.192,12.051,14.609
2026-04-12T13:49:24.477737+00:00,AGENTE_01_INTEGRADOR_REPO,running,2,1,571,,93067,0.3,21216,13.192,12.051,14.609
2026-04-12T13:49:24.477737+00:00,AGENTE_03_REVISOR_SEGURIDAD,running,1,0,0,,93069,0.3,21284,13.192,12.051,14.609
2026-04-12T13:49:24.477737+00:00,AGENTE_06_MAESTRO_BAGO,running,3,2,253,simulated_timeout,93072,0.3,21492,13.192,12.051,14.609
2026-04-12T13:49:24.477737+00:00,AGENTE_07_ORQUESTADOR_CENTRAL,running,2,1,1092,,93073,0.7,21592,13.192,12.051,14.609
2026-04-12T13:49:24.477737+00:00,AGENTE_08_VERTICE,running,2,1,631,,93074,0.4,21616,13.192,12.051,14.609
2026-04-12T13:49:24.477737+00:00,AGENTE_10_ARQUITECTO,running,1,0,0,,93076,0.4,21336,13.192,12.051,14.609
2026-04-12T13:49:24.477737+00:00,AGENTE_05_AUDITOR_CANONICO,running,2,1,1076,,93071,0.7,21568,13.192,12.051,14.609
2026-04-12T13:49:24.477737+00:00,AGENTE_09_ANALISTA,running,1,0,0,,93075,0.4,21232,13.192,12.051,14.609
2026-04-12T13:49:24.866438+00:00,AGENTE_02_REVISOR_PERFORMANCE,running,2,1,1231,,93068,0.1,21640,13.192,12.051,14.609
2026-04-12T13:49:24.866438+00:00,AGENTE_04_REVISOR_UX,running,2,1,464,,93070,0.0,21492,13.192,12.051,14.609
2026-04-12T13:49:24.866438+00:00,AGENTE_01_INTEGRADOR_REPO,running,3,2,843,,93067,0.3,21216,13.192,12.051,14.609
2026-04-12T13:49:24.866438+00:00,AGENTE_03_REVISOR_SEGURIDAD,running,2,1,1428,,93069,0.4,21304,13.192,12.051,14.609
2026-04-12T13:49:24.866438+00:00,AGENTE_06_MAESTRO_BAGO,running,4,3,692,,93072,0.3,21492,13.192,12.051,14.609
2026-04-12T13:49:24.866438+00:00,AGENTE_07_ORQUESTADOR_CENTRAL,running,2,1,1092,,93073,0.1,21592,13.192,12.051,14.609
