timestamp_utc,agent,iteration,ok,error,latency_ms,input_tokens,output_tokens,total_tokens
2026-04-12T13:49:23.771971+00:00,AGENTE_04_REVISOR_UX,1,True,,464,1128,441,1569
2026-04-12T13:49:23.794863+00:00,AGENTE_06_MAESTRO_BAGO,1,True,,460,674,145,819
2026-04-12T13:49:23.904123+00:00,AGENTE_01_INTEGRADOR_REPO,1,True,,571,585,487,1072
2026-04-12T13:49:24.016439+00:00,AGENTE_08_VERTICE,1,True,,631,1189,314,1503
2026-04-12T13:49:24.051076+00:00,AGENTE_06_MAESTRO_BAGO,2,False,simulated_timeout,253,500,0,
2026-04-12T13:49:24.470523+00:00,AGENTE_05_AUDITOR_CANONICO,1,True,,1076,907,288,1195
2026-04-12T13:49:24.477537+00:00,AGENTE_07_ORQUESTADOR_CENTRAL,1,True,,1092,602,500,1102
2026-04-12T13:49:24.538662+00:00,AGENTE_02_REVISOR_PERFORMANCE,1,True,,1231,967,422,1389
2026-04-12T13:49:24.569149+00:00,AGENTE_08_VERTICE,2,True,,551,1007,325,1332
2026-04-12T13:49:24.744729+00:00,AGENTE_06_MAESTRO_BAGO,3,True,,692,519,391,910
2026-04-12T13:49:24.751990+00:00,AGENTE_01_INTEGRADOR_REPO,2,True,,843,401,378,779
2026-04-12T13:49:24.759570+00:00,AGENTE_03_REVISOR_SEGURIDAD,1,True,,1428,524,175,699
2026-04-12T13:49:24.832283+00:00,AGENTE_10_ARQUITECTO,1,True,,1439,479,169,648
2026-04-12T13:49:24.832578+00:00,AGENTE_09_ANALISTA,1,True,,1437,695,351,1046
2026-04-12T13:49:25.076865+00:00,AGENTE_07_ORQUESTADOR_CENTRAL,2,True,,595,678,475,1153
2026-04-12T13:49:25.333628+00:00,AGENTE_09_ANALISTA,2,True,,467,539,404,943
2026-04-12T13:49:25.355099+00:00,AGENTE_08_VERTICE,3,True,,785,361,309,670
2026-04-12T13:49:25.358183+00:00,AGENTE_04_REVISOR_UX,2,True,,1584,320,374,694
2026-04-12T13:49:25.397552+00:00,AGENTE_06_MAESTRO_BAGO,4,True,,649,532,456,988
2026-04-12T13:49:25.409807+00:00,AGENTE_10_ARQUITECTO,2,True,,544,331,353,684
