timestamp_utc,agent,iteration,ok,error,latency_ms,input_tokens,output_tokens,total_tokens
2026-04-13T20:43:17.010730+00:00,AGENTE_03_REVISOR_SEGURIDAD,1,True,,389,756,191,947
2026-04-13T20:43:17.067361+00:00,AGENTE_06_ORQUESTADOR_CENTRAL,1,True,,422,1103,249,1352
2026-04-13T20:43:17.317718+00:00,AGENTE_07_ANALISTA,1,True,,634,1062,426,1488
2026-04-13T20:43:17.386844+00:00,AGENTE_02_REVISOR_PERFORMANCE,1,True,,740,1086,406,1492
2026-04-13T20:43:17.568677+00:00,AGENTE_10_ORGANIZADOR,1,True,,922,321,83,404
2026-04-13T20:43:17.619176+00:00,AGENTE_01_INTEGRADOR_REPO,1,True,,968,938,317,1255
2026-04-13T20:43:17.642662+00:00,AGENTE_04_REVISOR_UX,1,True,,981,527,233,760
2026-04-13T20:43:17.865831+00:00,AGENTE_09_GENERADOR,1,True,,1249,491,198,689
2026-04-13T20:43:18.070335+00:00,AGENTE_06_ORQUESTADOR_CENTRAL,2,True,,1001,1127,301,1428
2026-04-13T20:43:18.081615+00:00,AGENTE_05_MAESTRO_BAGO,1,True,,1435,391,354,745
2026-04-13T20:43:18.122106+00:00,AGENTE_08_ARQUITECTO,1,True,,1496,612,490,1102
2026-04-13T20:43:18.456580+00:00,AGENTE_03_REVISOR_SEGURIDAD,2,True,,1443,884,197,1081
2026-04-13T20:43:18.464961+00:00,AGENTE_05_MAESTRO_BAGO,2,True,,378,690,205,895
2026-04-13T20:43:18.497874+00:00,AGENTE_10_ORGANIZADOR,2,True,,922,1093,227,1320
2026-04-13T20:43:18.510439+00:00,AGENTE_04_REVISOR_UX,2,True,,865,268,431,699
2026-04-13T20:43:18.543588+00:00,AGENTE_02_REVISOR_PERFORMANCE,2,True,,1154,721,282,1003
2026-04-13T20:43:18.811972+00:00,AGENTE_07_ANALISTA,2,True,,1490,747,225,972
2026-04-13T20:43:18.820350+00:00,AGENTE_08_ARQUITECTO,2,True,,691,1043,364,1407
2026-04-13T20:43:18.906892+00:00,AGENTE_01_INTEGRADOR_REPO,2,True,,1284,1149,263,1412
2026-04-13T20:43:18.950861+00:00,AGENTE_09_GENERADOR,2,True,,1082,1025,466,1491
2026-04-13T20:43:19.109004+00:00,AGENTE_02_REVISOR_PERFORMANCE,3,True,,558,639,357,996
2026-04-13T20:43:19.137231+00:00,AGENTE_07_ANALISTA,3,True,,324,531,245,776
2026-04-13T20:43:19.168346+00:00,AGENTE_08_ARQUITECTO,3,True,,345,960,380,1340
2026-04-13T20:43:19.220708+00:00,AGENTE_03_REVISOR_SEGURIDAD,3,True,,759,259,465,724
2026-04-13T20:43:19.273542+00:00,AGENTE_06_ORQUESTADOR_CENTRAL,3,True,,1200,648,308,956
2026-04-13T20:43:19.477913+00:00,AGENTE_07_ANALISTA,4,True,,329,499,125,624
2026-04-13T20:43:19.494867+00:00,AGENTE_05_MAESTRO_BAGO,3,True,,1026,522,85,607
2026-04-13T20:43:19.681522+00:00,AGENTE_02_REVISOR_PERFORMANCE,4,True,,569,976,442,1418
2026-04-13T20:43:19.733325+00:00,AGENTE_01_INTEGRADOR_REPO,3,True,,824,901,289,1190
2026-04-13T20:43:19.762776+00:00,AGENTE_04_REVISOR_UX,3,True,,1246,989,498,1487
2026-04-13T20:43:19.959138+00:00,AGENTE_08_ARQUITECTO,4,True,,788,669,398,1067
2026-04-13T20:43:20.053240+00:00,AGENTE_10_ORGANIZADOR,3,True,,1553,1176,224,1400
2026-04-13T20:43:20.218017+00:00,AGENTE_01_INTEGRADOR_REPO,4,True,,483,1148,465,1613
