timestamp_utc,agent,iteration,ok,error,latency_ms,input_tokens,output_tokens,total_tokens
2026-04-13T22:13:17.667295+00:00,AGENTE_02_REVISOR_PERFORMANCE,1,True,,8227,,,877
2026-04-13T22:13:19.715768+00:00,AGENTE_03_REVISOR_SEGURIDAD,1,True,,10267,,,887
2026-04-13T22:13:21.810683+00:00,AGENTE_02_REVISOR_PERFORMANCE,2,True,,4141,,,846
2026-04-13T22:13:23.607182+00:00,AGENTE_01_INTEGRADOR_REPO,1,True,,14185,,,910
2026-04-13T22:13:26.921761+00:00,AGENTE_02_REVISOR_PERFORMANCE,3,True,,5110,,,910
2026-04-13T22:13:28.316371+00:00,AGENTE_03_REVISOR_SEGURIDAD,2,True,,8599,,,912
2026-04-13T22:13:32.617287+00:00,AGENTE_02_REVISOR_PERFORMANCE,4,True,,5692,,,910
2026-04-13T22:13:32.815266+00:00,AGENTE_03_REVISOR_SEGURIDAD,3,True,,4497,,,786
2026-04-13T22:13:34.653999+00:00,AGENTE_01_INTEGRADOR_REPO,2,True,,11045,,,905
2026-04-13T22:13:37.941604+00:00,AGENTE_02_REVISOR_PERFORMANCE,5,True,,5322,,,809
2026-04-13T22:13:41.845721+00:00,AGENTE_03_REVISOR_SEGURIDAD,4,True,,9029,,,886
2026-04-13T22:13:44.497538+00:00,AGENTE_02_REVISOR_PERFORMANCE,6,True,,6554,,,886
2026-04-13T22:13:47.160149+00:00,AGENTE_01_INTEGRADOR_REPO,3,True,,12505,,,910
2026-04-13T22:13:49.416410+00:00,AGENTE_03_REVISOR_SEGURIDAD,5,True,,7569,,,837
2026-04-13T22:13:50.233675+00:00,AGENTE_02_REVISOR_PERFORMANCE,7,True,,5731,,,910
2026-04-13T22:13:54.122508+00:00,AGENTE_03_REVISOR_SEGURIDAD,6,True,,4703,,,860
2026-04-13T22:13:56.172088+00:00,AGENTE_02_REVISOR_PERFORMANCE,8,True,,5936,,,797
2026-04-13T22:13:58.427460+00:00,AGENTE_01_INTEGRADOR_REPO,4,True,,11266,,,910
2026-04-13T22:13:58.664740+00:00,AGENTE_03_REVISOR_SEGURIDAD,7,True,,4541,,,793
2026-04-13T22:14:03.135514+00:00,AGENTE_02_REVISOR_PERFORMANCE,9,True,,6961,,,897
2026-04-13T22:14:06.181214+00:00,AGENTE_03_REVISOR_SEGURIDAD,8,True,,7515,,,912
2026-04-13T22:14:08.869954+00:00,AGENTE_01_INTEGRADOR_REPO,5,True,,10441,,,910
2026-04-13T22:14:09.891848+00:00,AGENTE_02_REVISOR_PERFORMANCE,10,True,,6755,,,851
2026-04-13T22:14:11.329997+00:00,AGENTE_03_REVISOR_SEGURIDAD,9,True,,5147,,,912
2026-04-13T22:14:17.062054+00:00,AGENTE_02_REVISOR_PERFORMANCE,11,True,,7168,,,862
2026-04-13T22:14:18.913743+00:00,AGENTE_03_REVISOR_SEGURIDAD,10,True,,7581,,,912
2026-04-13T22:14:19.361192+00:00,AGENTE_01_INTEGRADOR_REPO,6,True,,10489,,,910
2026-04-13T22:14:23.205784+00:00,AGENTE_03_REVISOR_SEGURIDAD,11,True,,4290,,,793
2026-04-13T22:14:25.663228+00:00,AGENTE_02_REVISOR_PERFORMANCE,12,True,,8599,,,842
2026-04-13T22:14:27.914293+00:00,AGENTE_03_REVISOR_SEGURIDAD,12,True,,4707,,,912
2026-04-13T22:14:32.014501+00:00,AGENTE_02_REVISOR_PERFORMANCE,13,True,,6350,,,910
2026-04-13T22:14:32.287131+00:00,AGENTE_03_REVISOR_SEGURIDAD,13,True,,4371,,,862
2026-04-13T22:14:34.199279+00:00,AGENTE_01_INTEGRADOR_REPO,7,True,,14836,,,910
2026-04-13T22:14:38.620862+00:00,AGENTE_02_REVISOR_PERFORMANCE,14,True,,6605,,,865
2026-04-13T22:14:40.414470+00:00,AGENTE_03_REVISOR_SEGURIDAD,14,True,,8126,,,883
2026-04-13T22:14:44.917306+00:00,AGENTE_02_REVISOR_PERFORMANCE,15,True,,6294,,,885
2026-04-13T22:14:45.715898+00:00,AGENTE_03_REVISOR_SEGURIDAD,15,True,,5300,,,912
2026-04-13T22:14:46.143012+00:00,AGENTE_01_INTEGRADOR_REPO,8,True,,11942,,,910
2026-04-13T22:14:51.255827+00:00,AGENTE_03_REVISOR_SEGURIDAD,16,True,,5538,,,832
2026-04-13T22:14:53.310773+00:00,AGENTE_02_REVISOR_PERFORMANCE,16,True,,8390,,,910
2026-04-13T22:14:57.407073+00:00,AGENTE_01_INTEGRADOR_REPO,9,True,,11262,,,840
2026-04-13T22:14:58.542390+00:00,AGENTE_02_REVISOR_PERFORMANCE,17,True,,5226,,,839
2026-04-13T22:14:59.623435+00:00,AGENTE_03_REVISOR_SEGURIDAD,17,True,,8366,,,912
2026-04-13T22:15:03.959886+00:00,AGENTE_02_REVISOR_PERFORMANCE,18,True,,5416,,,910
2026-04-13T22:15:06.211476+00:00,AGENTE_03_REVISOR_SEGURIDAD,18,True,,6586,,,813
2026-04-13T22:15:07.238265+00:00,AGENTE_01_INTEGRADOR_REPO,10,True,,9830,,,910
2026-04-13T22:15:09.957586+00:00,AGENTE_02_REVISOR_PERFORMANCE,19,True,,5996,,,888
2026-04-13T22:15:11.537774+00:00,AGENTE_03_REVISOR_SEGURIDAD,19,True,,5325,,,847
2026-04-13T22:15:15.273916+00:00,AGENTE_02_REVISOR_PERFORMANCE,20,True,,5312,,,868
2026-04-13T22:15:17.067913+00:00,AGENTE_01_INTEGRADOR_REPO,11,True,,9828,,,910
2026-04-13T22:15:17.542114+00:00,AGENTE_03_REVISOR_SEGURIDAD,20,True,,6002,,,790
2026-04-13T22:15:27.108264+00:00,AGENTE_01_INTEGRADOR_REPO,12,True,,10039,,,910
2026-04-13T22:15:37.720777+00:00,AGENTE_01_INTEGRADOR_REPO,13,True,,10611,,,910
2026-04-13T22:15:46.560053+00:00,AGENTE_01_INTEGRADOR_REPO,14,True,,8838,,,867
2026-04-13T22:15:54.137506+00:00,AGENTE_01_INTEGRADOR_REPO,15,True,,7576,,,824
2026-04-13T22:16:04.378702+00:00,AGENTE_01_INTEGRADOR_REPO,16,True,,10240,,,910
2026-04-13T22:16:15.436237+00:00,AGENTE_01_INTEGRADOR_REPO,17,True,,11056,,,901
2026-04-13T22:16:23.635764+00:00,AGENTE_01_INTEGRADOR_REPO,18,True,,8198,,,799
2026-04-13T22:16:33.871649+00:00,AGENTE_01_INTEGRADOR_REPO,19,True,,10234,,,910
2026-04-13T22:16:44.522620+00:00,AGENTE_01_INTEGRADOR_REPO,20,True,,10649,,,910
