timestamp_utc,agent,status,iteration,completed,last_latency_ms,last_error,pid,pid_cpu_pct,pid_rss_kb,host_load_1m,host_load_5m,host_load_15m
2026-04-13T22:16:52.788616+00:00,AGENTE_02_REVISOR_PERFORMANCE,running,1,0,0,,94640,7.3,21604,3.781,3.624,3.505
2026-04-13T22:16:52.788616+00:00,AGENTE_01_INTEGRADOR_REPO,running,1,0,0,,94639,7.0,21764,3.781,3.624,3.505
2026-04-13T22:16:52.788616+00:00,AGENTE_03_REVISOR_SEGURIDAD,running,1,0,0,,94641,4.7,21500,3.781,3.624,3.505
2026-04-13T22:16:53.923707+00:00,AGENTE_02_REVISOR_PERFORMANCE,running,1,0,0,,94640,0.0,21604,3.781,3.624,3.505
2026-04-13T22:16:53.923707+00:00,AGENTE_01_INTEGRADOR_REPO,running,1,0,0,,94639,0.3,21756,3.781,3.624,3.505
2026-04-13T22:16:53.923707+00:00,AGENTE_03_REVISOR_SEGURIDAD,running,1,0,0,,94641,0.2,21500,3.781,3.624,3.505
2026-04-13T22:16:55.003190+00:00,AGENTE_02_REVISOR_PERFORMANCE,running,1,0,0,,94640,0.0,21604,3.781,3.624,3.505
2026-04-13T22:16:55.003190+00:00,AGENTE_01_INTEGRADOR_REPO,running,1,0,0,,94639,0.0,21756,3.781,3.624,3.505
2026-04-13T22:16:55.003190+00:00,AGENTE_03_REVISOR_SEGURIDAD,running,1,0,0,,94641,0.4,21496,3.781,3.624,3.505
2026-04-13T22:16:56.033911+00:00,AGENTE_02_REVISOR_PERFORMANCE,running,1,0,0,,94640,0.0,21604,3.638,3.596,3.496
2026-04-13T22:16:56.033911+00:00,AGENTE_01_INTEGRADOR_REPO,running,1,0,0,,94639,0.0,21756,3.638,3.596,3.496
2026-04-13T22:16:56.033911+00:00,AGENTE_03_REVISOR_SEGURIDAD,running,1,0,0,,94641,0.0,21496,3.638,3.596,3.496
2026-04-13T22:16:57.060474+00:00,AGENTE_02_REVISOR_PERFORMANCE,running,1,0,0,,94640,0.0,21604,3.638,3.596,3.496
2026-04-13T22:16:57.060474+00:00,AGENTE_01_INTEGRADOR_REPO,running,1,0,0,,94639,0.0,21756,3.638,3.596,3.496
2026-04-13T22:16:57.060474+00:00,AGENTE_03_REVISOR_SEGURIDAD,running,1,0,0,,94641,0.0,21496,3.638,3.596,3.496
2026-04-13T22:16:58.104491+00:00,AGENTE_02_REVISOR_PERFORMANCE,running,1,0,0,,94640,0.0,21604,3.638,3.596,3.496
2026-04-13T22:16:58.104491+00:00,AGENTE_01_INTEGRADOR_REPO,running,1,0,0,,94639,0.0,21756,3.638,3.596,3.496
2026-04-13T22:16:58.104491+00:00,AGENTE_03_REVISOR_SEGURIDAD,running,1,0,0,,94641,0.0,21496,3.638,3.596,3.496
2026-04-13T22:16:59.134787+00:00,AGENTE_02_REVISOR_PERFORMANCE,running,2,1,6109,,94640,0.0,21588,3.638,3.596,3.496
2026-04-13T22:16:59.134787+00:00,AGENTE_01_INTEGRADOR_REPO,running,1,0,0,,94639,0.0,21756,3.638,3.596,3.496
2026-04-13T22:16:59.134787+00:00,AGENTE_03_REVISOR_SEGURIDAD,running,1,0,0,,94641,0.0,21496,3.638,3.596,3.496
2026-04-13T22:17:00.164001+00:00,AGENTE_02_REVISOR_PERFORMANCE,running,2,1,6109,,94640,0.0,21588,3.638,3.596,3.496
2026-04-13T22:17:00.164001+00:00,AGENTE_01_INTEGRADOR_REPO,running,1,0,0,,94639,0.0,21756,3.638,3.596,3.496
2026-04-13T22:17:00.164001+00:00,AGENTE_03_REVISOR_SEGURIDAD,running,1,0,0,,94641,0.0,21496,3.638,3.596,3.496
2026-04-13T22:17:01.188681+00:00,AGENTE_02_REVISOR_PERFORMANCE,running,2,1,6109,,94640,0.0,21588,3.667,3.603,3.499
2026-04-13T22:17:01.188681+00:00,AGENTE_01_INTEGRADOR_REPO,running,1,0,0,,94639,0.0,21756,3.667,3.603,3.499
2026-04-13T22:17:01.188681+00:00,AGENTE_03_REVISOR_SEGURIDAD,running,2,1,8648,,94641,0.6,21472,3.667,3.603,3.499
2026-04-13T22:17:02.217577+00:00,AGENTE_02_REVISOR_PERFORMANCE,running,2,1,6109,,94640,0.0,21588,3.667,3.603,3.499
2026-04-13T22:17:02.217577+00:00,AGENTE_01_INTEGRADOR_REPO,running,1,0,0,,94639,0.0,21756,3.667,3.603,3.499
2026-04-13T22:17:02.217577+00:00,AGENTE_03_REVISOR_SEGURIDAD,running,2,1,8648,,94641,0.0,21472,3.667,3.603,3.499
2026-04-13T22:17:03.247415+00:00,AGENTE_02_REVISOR_PERFORMANCE,running,2,1,6109,,94640,0.0,21588,3.667,3.603,3.499
2026-04-13T22:17:03.247415+00:00,AGENTE_01_INTEGRADOR_REPO,running,1,0,0,,94639,0.0,21756,3.667,3.603,3.499
2026-04-13T22:17:03.247415+00:00,AGENTE_03_REVISOR_SEGURIDAD,running,2,1,8648,,94641,0.0,21472,3.667,3.603,3.499
2026-04-13T22:17:04.279981+00:00,AGENTE_02_REVISOR_PERFORMANCE,running,2,1,6109,,94640,0.0,21588,3.667,3.603,3.499
2026-04-13T22:17:04.279981+00:00,AGENTE_01_INTEGRADOR_REPO,running,2,1,11495,,94639,0.1,21740,3.667,3.603,3.499
2026-04-13T22:17:04.279981+00:00,AGENTE_03_REVISOR_SEGURIDAD,running,2,1,8648,,94641,0.0,21472,3.667,3.603,3.499
2026-04-13T22:17:05.309235+00:00,AGENTE_02_REVISOR_PERFORMANCE,running,3,2,6555,,94640,0.5,21596,3.773,3.625,3.508
2026-04-13T22:17:05.309235+00:00,AGENTE_01_INTEGRADOR_REPO,running,2,1,11495,,94639,0.0,21740,3.773,3.625,3.508
2026-04-13T22:17:05.309235+00:00,AGENTE_03_REVISOR_SEGURIDAD,running,2,1,8648,,94641,0.0,21472,3.773,3.625,3.508
2026-04-13T22:17:06.338472+00:00,AGENTE_02_REVISOR_PERFORMANCE,running,3,2,6555,,94640,0.0,21596,3.773,3.625,3.508
2026-04-13T22:17:06.338472+00:00,AGENTE_01_INTEGRADOR_REPO,running,2,1,11495,,94639,0.0,21740,3.773,3.625,3.508
2026-04-13T22:17:06.338472+00:00,AGENTE_03_REVISOR_SEGURIDAD,running,2,1,8648,,94641,0.0,21472,3.773,3.625,3.508
2026-04-13T22:17:07.369343+00:00,AGENTE_02_REVISOR_PERFORMANCE,running,3,2,6555,,94640,0.0,21596,3.773,3.625,3.508
2026-04-13T22:17:07.369343+00:00,AGENTE_01_INTEGRADOR_REPO,running,2,1,11495,,94639,0.0,21740,3.773,3.625,3.508
2026-04-13T22:17:07.369343+00:00,AGENTE_03_REVISOR_SEGURIDAD,running,3,2,6230,,94641,0.7,21500,3.773,3.625,3.508
2026-04-13T22:17:08.400278+00:00,AGENTE_02_REVISOR_PERFORMANCE,running,3,2,6555,,94640,0.0,21596,3.773,3.625,3.508
2026-04-13T22:17:08.400278+00:00,AGENTE_01_INTEGRADOR_REPO,running,2,1,11495,,94639,0.0,21740,3.773,3.625,3.508
2026-04-13T22:17:08.400278+00:00,AGENTE_03_REVISOR_SEGURIDAD,running,3,2,6230,,94641,0.0,21500,3.773,3.625,3.508
2026-04-13T22:17:09.433860+00:00,AGENTE_02_REVISOR_PERFORMANCE,running,3,2,6555,,94640,0.0,21596,3.773,3.625,3.508
2026-04-13T22:17:09.433860+00:00,AGENTE_01_INTEGRADOR_REPO,running,2,1,11495,,94639,0.0,21740,3.773,3.625,3.508
2026-04-13T22:17:09.433860+00:00,AGENTE_03_REVISOR_SEGURIDAD,running,3,2,6230,,94641,0.0,21500,3.773,3.625,3.508
2026-04-13T22:17:10.459120+00:00,AGENTE_02_REVISOR_PERFORMANCE,running,3,2,6555,,94640,0.0,21596,3.871,3.648,3.516
2026-04-13T22:17:10.459120+00:00,AGENTE_01_INTEGRADOR_REPO,running,2,1,11495,,94639,0.0,21740,3.871,3.648,3.516
2026-04-13T22:17:10.459120+00:00,AGENTE_03_REVISOR_SEGURIDAD,running,3,2,6230,,94641,0.0,21500,3.871,3.648,3.516
2026-04-13T22:17:11.490080+00:00,AGENTE_02_REVISOR_PERFORMANCE,running,3,2,6555,,94640,0.0,21596,3.871,3.648,3.516
2026-04-13T22:17:11.490080+00:00,AGENTE_01_INTEGRADOR_REPO,running,2,1,11495,,94639,0.0,21740,3.871,3.648,3.516
2026-04-13T22:17:11.490080+00:00,AGENTE_03_REVISOR_SEGURIDAD,running,3,2,6230,,94641,0.0,21500,3.871,3.648,3.516
2026-04-13T22:17:12.514453+00:00,AGENTE_02_REVISOR_PERFORMANCE,running,4,3,7571,,94640,1.5,21596,3.871,3.648,3.516
2026-04-13T22:17:12.514453+00:00,AGENTE_01_INTEGRADOR_REPO,running,2,1,11495,,94639,0.0,21740,3.871,3.648,3.516
2026-04-13T22:17:12.514453+00:00,AGENTE_03_REVISOR_SEGURIDAD,running,3,2,6230,,94641,0.0,21500,3.871,3.648,3.516
2026-04-13T22:17:13.539889+00:00,AGENTE_02_REVISOR_PERFORMANCE,running,4,3,7571,,94640,0.0,21596,3.871,3.648,3.516
2026-04-13T22:17:13.539889+00:00,AGENTE_01_INTEGRADOR_REPO,running,2,1,11495,,94639,0.0,21740,3.871,3.648,3.516
2026-04-13T22:17:13.539889+00:00,AGENTE_03_REVISOR_SEGURIDAD,running,3,2,6230,,94641,0.0,21500,3.871,3.648,3.516
2026-04-13T22:17:14.570909+00:00,AGENTE_02_REVISOR_PERFORMANCE,running,4,3,7571,,94640,0.0,21596,3.871,3.648,3.516
2026-04-13T22:17:14.570909+00:00,AGENTE_01_INTEGRADOR_REPO,running,2,1,11495,,94639,0.0,21740,3.871,3.648,3.516
2026-04-13T22:17:14.570909+00:00,AGENTE_03_REVISOR_SEGURIDAD,running,3,2,6230,,94641,0.0,21500,3.871,3.648,3.516
2026-04-13T22:17:15.604570+00:00,AGENTE_02_REVISOR_PERFORMANCE,running,4,3,7571,,94640,0.0,21596,3.881,3.653,3.519
2026-04-13T22:17:15.604570+00:00,AGENTE_01_INTEGRADOR_REPO,running,2,1,11495,,94639,0.0,21740,3.881,3.653,3.519
2026-04-13T22:17:15.604570+00:00,AGENTE_03_REVISOR_SEGURIDAD,running,3,2,6230,,94641,0.0,21500,3.881,3.653,3.519
2026-04-13T22:17:16.706436+00:00,AGENTE_02_REVISOR_PERFORMANCE,running,4,3,7571,,94640,0.0,21596,3.881,3.653,3.519
2026-04-13T22:17:16.706436+00:00,AGENTE_01_INTEGRADOR_REPO,running,2,1,11495,,94639,0.0,21740,3.881,3.653,3.519
2026-04-13T22:17:16.706436+00:00,AGENTE_03_REVISOR_SEGURIDAD,running,3,2,6230,,94641,0.0,21500,3.881,3.653,3.519
2026-04-13T22:17:17.822502+00:00,AGENTE_02_REVISOR_PERFORMANCE,running,4,3,7571,,94640,0.0,21596,3.881,3.653,3.519
2026-04-13T22:17:17.822502+00:00,AGENTE_01_INTEGRADOR_REPO,running,3,2,13240,,94639,0.1,21740,3.881,3.653,3.519
2026-04-13T22:17:17.822502+00:00,AGENTE_03_REVISOR_SEGURIDAD,running,4,3,9835,,94641,0.0,21500,3.881,3.653,3.519
2026-04-13T22:17:28.501044+00:00,AGENTE_02_REVISOR_PERFORMANCE,running,5,4,6824,,94640,0.0,21600,5.581,4.013,3.646
2026-04-13T22:17:28.501044+00:00,AGENTE_01_INTEGRADOR_REPO,running,3,2,13240,,94639,0.0,21752,5.581,4.013,3.646
