timestamp_utc,agent,iteration,ok,error,latency_ms,input_tokens,output_tokens,total_tokens
2026-04-13T22:16:58.241712+00:00,AGENTE_02_REVISOR_PERFORMANCE,1,True,,6109,,,818
2026-04-13T22:17:00.815417+00:00,AGENTE_03_REVISOR_SEGURIDAD,1,True,,8648,,,772
2026-04-13T22:17:03.640808+00:00,AGENTE_01_INTEGRADOR_REPO,1,True,,11495,,,885
2026-04-13T22:17:04.801317+00:00,AGENTE_02_REVISOR_PERFORMANCE,2,True,,6555,,,813
2026-04-13T22:17:07.047159+00:00,AGENTE_03_REVISOR_SEGURIDAD,2,True,,6230,,,865
2026-04-13T22:17:12.374177+00:00,AGENTE_02_REVISOR_PERFORMANCE,3,True,,7571,,,849
2026-04-13T22:17:16.883345+00:00,AGENTE_03_REVISOR_SEGURIDAD,3,True,,9835,,,912
2026-04-13T22:17:16.883489+00:00,AGENTE_01_INTEGRADOR_REPO,2,True,,13240,,,910
2026-04-13T22:17:19.200725+00:00,AGENTE_02_REVISOR_PERFORMANCE,4,True,,6824,,,910
2026-04-13T22:17:21.592838+00:00,AGENTE_03_REVISOR_SEGURIDAD,4,True,,4699,,,798
2026-04-13T22:17:27.936010+00:00,AGENTE_03_REVISOR_SEGURIDAD,5,True,,6342,,,912
2026-04-13T22:17:29.989087+00:00,AGENTE_01_INTEGRADOR_REPO,3,True,,13095,,,896
2026-04-13T22:17:30.403269+00:00,AGENTE_02_REVISOR_PERFORMANCE,5,True,,11201,,,870
2026-04-13T22:17:32.601053+00:00,AGENTE_03_REVISOR_SEGURIDAD,6,True,,4656,,,912
2026-04-13T22:17:38.188908+00:00,AGENTE_02_REVISOR_PERFORMANCE,6,True,,7784,,,910
2026-04-13T22:17:41.049332+00:00,AGENTE_01_INTEGRADOR_REPO,4,True,,11059,,,910
2026-04-13T22:17:42.042543+00:00,AGENTE_03_REVISOR_SEGURIDAD,7,True,,9436,,,871
2026-04-13T22:17:44.939617+00:00,AGENTE_02_REVISOR_PERFORMANCE,7,True,,6748,,,883
2026-04-13T22:17:47.663797+00:00,AGENTE_03_REVISOR_SEGURIDAD,8,True,,5620,,,826
2026-04-13T22:17:50.263342+00:00,AGENTE_02_REVISOR_PERFORMANCE,8,True,,5322,,,910
2026-04-13T22:17:51.290638+00:00,AGENTE_01_INTEGRADOR_REPO,5,True,,10239,,,910
2026-04-13T22:17:53.134238+00:00,AGENTE_03_REVISOR_SEGURIDAD,9,True,,5469,,,912
2026-04-13T22:17:57.975307+00:00,AGENTE_03_REVISOR_SEGURIDAD,10,True,,4839,,,780
2026-04-13T22:17:58.621834+00:00,AGENTE_02_REVISOR_PERFORMANCE,9,True,,8357,,,910
2026-04-13T22:18:01.732057+00:00,AGENTE_01_INTEGRADOR_REPO,6,True,,10440,,,891
2026-04-13T22:18:02.596060+00:00,AGENTE_03_REVISOR_SEGURIDAD,11,True,,4619,,,819
2026-04-13T22:18:05.212968+00:00,AGENTE_02_REVISOR_PERFORMANCE,10,True,,6582,,,870
2026-04-13T22:18:07.344006+00:00,AGENTE_03_REVISOR_SEGURIDAD,12,True,,4746,,,779
2026-04-13T22:18:10.462228+00:00,AGENTE_02_REVISOR_PERFORMANCE,11,True,,5248,,,825
2026-04-13T22:18:12.178499+00:00,AGENTE_01_INTEGRADOR_REPO,7,True,,10445,,,887
2026-04-13T22:18:12.791936+00:00,AGENTE_03_REVISOR_SEGURIDAD,13,True,,5445,,,804
2026-04-13T22:18:15.249620+00:00,AGENTE_02_REVISOR_PERFORMANCE,12,True,,4786,,,796
2026-04-13T22:18:20.986289+00:00,AGENTE_02_REVISOR_PERFORMANCE,13,True,,5735,,,905
2026-04-13T22:18:21.002814+00:00,AGENTE_01_INTEGRADOR_REPO,8,True,,8823,,,902
2026-04-13T22:18:21.168081+00:00,AGENTE_03_REVISOR_SEGURIDAD,14,True,,8374,,,904
2026-04-13T22:18:27.440662+00:00,AGENTE_02_REVISOR_PERFORMANCE,14,True,,6453,,,910
2026-04-13T22:18:28.566960+00:00,AGENTE_03_REVISOR_SEGURIDAD,15,True,,7397,,,912
2026-04-13T22:18:33.699626+00:00,AGENTE_02_REVISOR_PERFORMANCE,15,True,,6257,,,910
2026-04-13T22:18:34.310609+00:00,AGENTE_01_INTEGRADOR_REPO,9,True,,13306,,,910
2026-04-13T22:18:34.915407+00:00,AGENTE_03_REVISOR_SEGURIDAD,16,True,,6347,,,912
2026-04-13T22:18:38.409624+00:00,AGENTE_02_REVISOR_PERFORMANCE,16,True,,4708,,,876
2026-04-13T22:18:40.953627+00:00,AGENTE_03_REVISOR_SEGURIDAD,17,True,,6036,,,886
2026-04-13T22:18:44.538821+00:00,AGENTE_01_INTEGRADOR_REPO,10,True,,10227,,,910
2026-04-13T22:18:44.539186+00:00,AGENTE_02_REVISOR_PERFORMANCE,17,True,,6127,,,868
2026-04-13T22:18:47.197870+00:00,AGENTE_03_REVISOR_SEGURIDAD,18,True,,6243,,,912
2026-04-13T22:18:50.098019+00:00,AGENTE_02_REVISOR_PERFORMANCE,18,True,,5557,,,856
2026-04-13T22:18:52.726661+00:00,AGENTE_01_INTEGRADOR_REPO,11,True,,8185,,,910
2026-04-13T22:18:53.960448+00:00,AGENTE_03_REVISOR_SEGURIDAD,19,True,,6761,,,875
2026-04-13T22:18:55.339502+00:00,AGENTE_02_REVISOR_PERFORMANCE,19,True,,5240,,,910
2026-04-13T22:19:00.101573+00:00,AGENTE_03_REVISOR_SEGURIDAD,20,True,,6139,,,905
2026-04-13T22:19:00.300186+00:00,AGENTE_01_INTEGRADOR_REPO,12,True,,7572,,,900
2026-04-13T22:19:02.353018+00:00,AGENTE_02_REVISOR_PERFORMANCE,20,True,,7009,,,910
2026-04-13T22:19:10.954165+00:00,AGENTE_01_INTEGRADOR_REPO,13,True,,10650,,,910
2026-04-13T22:19:19.765021+00:00,AGENTE_01_INTEGRADOR_REPO,14,True,,8809,,,895
2026-04-13T22:19:29.797401+00:00,AGENTE_01_INTEGRADOR_REPO,15,True,,10030,,,910
2026-04-13T22:19:41.108253+00:00,AGENTE_01_INTEGRADOR_REPO,16,True,,11309,,,910
2026-04-13T22:19:53.978859+00:00,AGENTE_01_INTEGRADOR_REPO,17,True,,12869,,,910
2026-04-13T22:20:08.509091+00:00,AGENTE_01_INTEGRADOR_REPO,18,True,,14528,,,910
2026-04-13T22:20:17.516298+00:00,AGENTE_01_INTEGRADOR_REPO,19,True,,9006,,,907
2026-04-13T22:20:26.531886+00:00,AGENTE_01_INTEGRADOR_REPO,20,True,,9014,,,910
